umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
25.0,Laki-laki,PNS,Manado,4.571.749.148.197.700,1.0,0,49.293.830.305.586.600,15.772.364.844.261.500,Pantone,1.0,S1,6.0,6.385.211.636.042.850
32.0,Laki-laki,PNS,Banjarmasin,12.153.588.656.509.900,1.0,0,5.806.305.505.005.180,17.493.404.350.740.100,Shoulder & Head,1.0,S1,2.0,5.793.472.431.795.420
37.0,Laki-laki,Pengangguran,Yogyakarta,8.571.736.087.194.660,1.0,0,51.717.911.776.921.300,1.817.334.232.224.070,Deadbuoy,1.0,S1,8.0,9.141.027.205.651.960
36.0,Laki-laki,Pegawai swasta,Mamuju,6.832.822.006.558.460,1.0,0,7.849.113.341.097.570,16.862.929.919.032.200,Shoulder & Head,0.0,SMA,5.0,46.906.341.430.057.000
42.0,Laki-laki,Freelance,Pangkalpinang,9.635.127.168.357.650,1.0,0,6.211.572.083.030.040,17.197.893.170.690.600,Pantone,0.0,SMP,9.0,4.555.102.803.343.860
36.0,Perempuan,Pegawai swasta,Gorontalo,10.167.071.177.005.000,1.0,1,51.662.465.334.175.800,1.654.481.423.048.060,Deadbuoy,1.0,SMA,6.0,6.814.985.985.847.800
38.0,Perempuan,PNS,Manokwari,5.639.757.020.720.800,1.0,0,7.706.700.318.188.780,18.248.112.751.628.900,Shoulder & Head,0.0,S3,4.0,4.435.100.752.593.060
43.0,Laki-laki,PNS,Jayapura,6.417.617.159.435.110,1.0,1,7.147.738.697.868.620,1.668.436.285.453.920,Moonsilk,1.0,SMA,5.0,8.366.869.125.193.590
47.0,Laki-laki,PNS,Palangkaraya,11.803.658.212.603.300,1.0,0,62.757.751.969.392.100,1.767.018.963.162.310,Merpati,0.0,S1,3.0,6.041.470.662.080.450
35.0,Laki-laki,PNS,Makassar,981.562.396.288.525,1.0,1,54.792.885.434.088.500,15.457.838.426.964.300,Deadbuoy,1.0,S1,4.0,7.334.599.172.854.850
26.0,Laki-laki,PNS,Denpasar,7.520.107.666.735.750,1.0,1,7.812.149.819.070.810,19.345.175.346.129.600,Moonsilk,0.0,S1,3.0,72.166.000.585.802
33.0,Laki-laki,Freelance,Manokwari,5.323.909.387.069.340,1.0,0,6.851.665.910.843.120,17.997.497.038.735.300,Merpati,0.0,S1,6.0,3.285.226.890.667.610
49.0,Laki-laki,PNS,Tanjung Pinang,12.893.652.368.466.200,1.0,1,6.030.060.799.547.440,16.606.107.631.266.100,Moonsilk,0.0,SMA,9.0,8.764.778.770.234.310
39.0,Perempuan,PNS,Jakarta,8.934.717.640.883.650,1.0,0,5.214.565.747.954.560,14.653.104.176.196.800,Pantone,1.0,SD,10.0,5.365.281.228.441.470
12.0,Perempuan,Pegawai swasta,Palembang,89.180.035.656.337,0.0,1,5.993.137.477.064.750,15.009.880.130.269.200,Deadbuoy,0.0,S2,1.0,35.965.521.160.837.900
41.0,Perempuan,Freelance,Pekanbaru,759.984.693.194.898,1.0,0,6.853.624.667.356.220,16.872.897.970.757.800,Pantone,0.0,S1,8.0,37.815.123.741.773.100
43.0,Laki-laki,Freelance,Mamuju,6.172.822.495.067.270,1.0,0,4.581.990.563.867.350,17.340.218.015.598.300,Shoulder & Head,1.0,S3,7.0,5.347.737.230.575.270
41.0,Laki-laki,Freelance,Manokwari,60.183.722.043.743,1.0,0,56.567.024.396.244.100,16.532.390.538.811.600,Merpati,0.0,SMA,9.0,41.856.451.856.716.700
47.0,Laki-laki,Freelance,Yogyakarta,10.922.617.609.481.500,1.0,1,5.355.991.651.695.470,14.194.021.345.303.500,Shoulder & Head,0.0,S1,5.0,61.782.038.210.066
34.0,Perempuan,Pegawai swasta,Denpasar,5.027.727.408.850.600,1.0,1,5.534.561.514.788.790,1.693.750.984.531.320,Pantone,0.0,SMA,4.0,5.657.095.739.225.670
51.0,Laki-laki,PNS,Bandung,751.412.613.694.239,1.0,0,5.936.554.729.529.250,17.166.679.443.884.200,Pantone,0.0,S1,5.0,7.070.192.839.084.990
45.0,Laki-laki,Pegawai swasta,Gorontalo,10.092.800.457.045.800,1.0,1,6.526.077.602.155.690,1.564.845.266.522.850,Pantone,0.0,S2,1.0,5.961.597.124.599.720
47.0,Perempuan,PNS,Banjarmasin,6.080.534.402.471.390,1.0,0,5.164.987.918.727.570,15.074.076.506.965.000,Shoulder & Head,1.0,S1,4.0,5.828.789.149.825.270
41.0,Laki-laki,PNS,Mamuju,5.247.621.765.988.300,1.0,0,5.255.290.606.462.430,17.867.007.947.900.700,Deadbuoy,0.0,S1,6.0,6.150.766.426.488.970
54.0,Laki-laki,PNS,Ambon,68.631.798.223.328.200,1.0,1,44.999.630.203.838.700,14.359.758.538.420.900,Shoulder & Head,1.0,SMA,7.0,1.0
43.0,Perempuan,Pegawai swasta,Sofifi,22.705.333.543.871.200,1.0,1,572.459.860.662.145,17.473.737.579.027.300,Merpati,0.0,SMA,6.0,7.092.873.847.786.600
33.0,Laki-laki,,Yogyakarta,8.467.596.525.501.890,1.0,0,45.144.989.098.393.400,1.561.370.186.772.680,Moonsilk,0.0,S1,7.0,377.907.165.429.084
31.0,Laki-laki,PNS,Serang,15.564.124.865.521.800,1.0,1,6.085.352.551.522.790,16.718.035.673.936.800,Merpati,1.0,SMA,5.0,81.194.304.039.733
31.0,Laki-laki,Pegawai swasta,Banda Aceh,12.036.230.346.519.400,1.0,0,5.526.572.960.744.470,16.850.621.641.615.800,Moonsilk,0.0,SMA,10.0,5.633.515.252.566.340
39.0,Laki-laki,Pegawai swasta,Denpasar,28.751.749.774.137.300,1.0,0,813.964.431.440.773,17.144.840.050.733.500,Pantone,1.0,SMA,4.0,44.633.483.581.496.800
44.0,Perempuan,PNS,Denpasar,10.304.526.622.302.200,1.0,0,6.841.570.644.606.540,16.732.014.020.884.900,Shoulder & Head,0.0,S1,3.0,49.943.529.438.053.200
49.0,Laki-laki,Pegawai swasta,Banjarmasin,6.563.891.507.695.990,1.0,0,,1.436.869.427.290.120,Merpati,0.0,S1,6.0,6.138.609.282.124.040
34.0,Perempuan,Pegawai swasta,Kendari,1.002.759.213.956.580,1.0,1,49.686.421.313.472.100,16.898.633.101.158.600,Pantone,0.0,S1,5.0,5.474.897.343.843.340
33.0,Laki-laki,PNS,Banjarmasin,6.228.689.426.853.290,1.0,0,5.063.069.996.862.480,17.519.545.926.463.200,Pantone,0.0,S3,9.0,559.567.954.534.985
36.0,Laki-laki,Pegawai swasta,Pontianak,4.213.550.505.765.270,1.0,0,5.007.594.489.604.290,1.667.896.967.099.100,Moonsilk,0.0,S1,1.0,23.716.906.772.341.700
52.0,Laki-laki,Pegawai swasta,Padang,4.232.673.602.161.470,1.0,0,6.014.009.722.888.260,19.291.208.750.796.800,Merpati,1.0,SMP,,5.888.102.547.227.010
29.0,Perempuan,Pegawai swasta,Padang,7.242.529.232.265.810,1.0,0,4.645.696.230.111.580,16.207.733.638.600.800,Merpati,1.0,SMA,2.0,25.866.802.428.903.900
41.0,Laki-laki,Pegawai swasta,Yogyakarta,4.469.323.580.360.650,1.0,0,9.040.449.362.889.100,19.436.516.582.357.100,Moonsilk,0.0,S1,4.0,5.268.133.217.225.040
45.0,Perempuan,PNS,Tanjungselor,1.925.595.522.589.460,1.0,0,6.514.551.713.086.370,17.350.797.368.847.100,Deadbuoy,0.0,SMA,1.0,4.521.571.310.309.880
43.0,Laki-laki,Freelance,Palu,8.671.078.778.139.200,1.0,0,53.921.956.220.204.300,16.392.263.825.910.200,Deadbuoy,1.0,S1,2.0,4.360.471.817.558.870
42.0,Laki-laki,PNS,Jayapura,8.608.705.271.171.400,1.0,1,4.888.097.156.472.460,17.291.245.227.726.100,Shoulder & Head,0.0,S1,6.0,8.465.212.553.710.790
42.0,Laki-laki,PNS,Kupang,10.407.529.366.542.500,1.0,1,45.433.261.147.668,17.666.899.430.438.200,Moonsilk,0.0,SMP,8.0,9.025.932.828.506.310
37.0,Laki-laki,PNS,Banda Aceh,4.488.042.211.477.630,1.0,0,5.820.441.446.239.450,1.726.598.061.295.530,Moonsilk,0.0,S1,4.0,46.288.722.408.043.900
33.0,Laki-laki,Pegawai swasta,Medan,10.196.302.382.829.600,1.0,0,57.818.595.261.299.500,1.661.527.905.115.090,Pantone,1.0,SMA,1.0,42.539.569.399.955.200
56.0,Perempuan,Pegawai swasta,Makassar,14.811.955.189.029.000,1.0,0,59.700.292.510.533,16.093.405.533.641.200,Shoulder & Head,1.0,SMA,6.0,6.839.733.024.256.200
29.0,Perempuan,Pegawai swasta,Banjarmasin,6.071.387.858.563.940,1.0,0,6.108.286.401.254.760,1.646.286.191.926.040,Moonsilk,1.0,S1,5.0,4.313.865.462.886.170
39.0,Perempuan,Freelance,Pekanbaru,4.124.924.832.561.410,,1,44.953.089.560.344.500,17.101.775.770.499.200,Shoulder & Head,0.0,S2,5.0,3.576.900.092.951.080
48.0,Laki-laki,Pegawai swasta,Padang,17.327.908.319.244.700,1.0,0,476.643.143.607.298,15.337.697.785.006.000,Merpati,1.0,S1,8.0,6.650.933.073.658.090
45.0,Laki-laki,Freelance,Bandung,8.634.019.200.946.350,1.0,0,499.147.283.692.461,15.936.733.147.152.200,Moonsilk,1.0,S1,6.0,5.611.772.149.676.680
49.0,Laki-laki,Pegawai swasta,Kendari,4.171.109.578.575.730,1.0,1,6.514.183.008.964.840,16.800.210.112.960.000,Pantone,0.0,S1,9.0,7.901.765.728.054.200
45.0,Perempuan,Freelance,Jakarta,7.783.208.350.967.150,1.0,0,47.806.975.799.651.600,15.682.599.566.551.600,Deadbuoy,0.0,SMA,3.0,2.792.526.437.340.640
45.0,Laki-laki,PNS,Gorontalo,7.237.561.190.068.470,1.0,0,48.533.431.424.915.600,15.528.312.986.206.400,Shoulder & Head,0.0,SMA,1.0,600.065.989.054.974
30.0,Perempuan,Pegawai swasta,Banda Aceh,7.458.762.829.770.300,1.0,0,5.605.390.983.094.020,17.405.283.552.181.600,Pantone,0.0,SMA,10.0,3.093.069.153.314.270
48.0,Laki-laki,,Samarinda,33.344.047.464.160.200,1.0,0,5.415.398.292.090.280,169.197.726.290.088,Pantone,0.0,SMA,3.0,4.776.406.899.766.260
,Perempuan,Freelance,Jayapura,14.670.479.561.722.000,1.0,1,499.449.039.017.674,14.529.347.940.441.000,Shoulder & Head,0.0,SMA,10.0,4.301.352.247.188.920
32.0,Perempuan,PNS,Tanjung Pinang,19.303.938.795.500.100,1.0,1,49.514.322.887.040.500,16.178.698.347.955.900,Shoulder & Head,0.0,S1,1.0,43.926.349.330.764.800
36.0,Laki-laki,PNS,Tanjung Pinang,38.454.601.374.295.400,,0,5.268.543.623.130.980,1.686.594.925.469.680,Moonsilk,1.0,S1,4.0,5.885.380.145.394.450
28.0,Laki-laki,Pegawai swasta,Serang,4.484.809.402.563.510,1.0,1,47.158.693.050.736.200,15.382.111.859.901.800,Pantone,0.0,SMA,1.0,5.392.731.289.652.540
29.0,Laki-laki,PNS,Serang,13.603.755.069.286.000,1.0,0,7.939.561.916.433.920,19.650.186.090.312.000,Merpati,1.0,SMA,10.0,7.594.653.752.035.590
58.0,Perempuan,Freelance,Palembang,9.220.080.170.701.940,1.0,0,5.429.420.744.196.930,15.986.936.698.207.600,Shoulder & Head,1.0,SMA,10.0,6.177.915.750.181.850
42.0,Laki-laki,Pegawai swasta,Palangkaraya,10.021.325.611.798.700,1.0,1,5.803.498.270.544.010,1.560.478.009.041.520,Merpati,0.0,SMP,6.0,8.191.854.156.784.290
38.0,Perempuan,Pengangguran,Pekanbaru,28.994.000.003.695.800,1.0,0,49.299.450.808.653.400,1.509.998.423.080.270,Pantone,0.0,S1,10.0,7.699.657.442.019.590
39.0,Laki-laki,Pegawai swasta,Pangkalpinang,14.722.478.197.464.500,1.0,1,54.746.367.871.687.600,16.688.143.503.159.300,Deadbuoy,1.0,S1,3.0,6.769.951.370.495.450
16.0,Perempuan,PNS,Ambon,1.260.628.425.989.330,0.0,0,6.728.681.309.253.340,154.283.741.582.891,Merpati,0.0,SMA,9.0,41.008.045.288.833.100
20.0,Laki-laki,PNS,Bandung,15.772.459.878.021.100,1.0,0,4.963.277.072.429.950,1.719.376.992.924.120,Moonsilk,1.0,S1,7.0,647.333.054.526.678
36.0,,Pegawai swasta,Pangkalpinang,4.698.988.788.133.520,1.0,0,6.494.531.397.501.220,14.646.237.156.401.700,Merpati,1.0,S1,1.0,3.510.551.542.670.950
44.0,Laki-laki,Pegawai swasta,Banjarmasin,5.857.985.592.210.410,1.0,0,5.915.883.302.365.560,17.221.297.532.903.300,Moonsilk,1.0,S1,8.0,7.400.066.333.896.690
46.0,Laki-laki,PNS,Ambon,6.101.347.577.239.920,1.0,0,4.745.166.852.865.040,1.529.694.412.936.270,Pantone,1.0,SMA,6.0,29.097.259.190.135.300
36.0,Laki-laki,PNS,Tanjungselor,4.670.513.713.182.170,1.0,0,6.318.503.735.535.270,1.643.099.975.553.770,Deadbuoy,0.0,S1,3.0,5.008.147.899.930.230
44.0,Perempuan,Freelance,Bengkulu,967.260.951.753.186,1.0,0,4.953.174.989.260.520,14.793.953.804.980.400,Shoulder & Head,1.0,S1,5.0,35.885.026.693.620.800
34.0,Laki-laki,Pegawai swasta,Jayapura,678.201.900.278.022,1.0,0,5.305.891.612.010.100,17.524.346.826.328.400,Merpati,0.0,S1,3.0,6.038.328.044.136.480
29.0,Laki-laki,Pegawai swasta,Makassar,2.171.227.071.900.330,1.0,0,5.359.692.276.757.970,16.803.326.369.515.000,Pantone,0.0,S1,3.0,4.349.803.718.951.570
51.0,Laki-laki,PNS,Banda Lampung,4.308.195.539.341.640,1.0,0,5.504.424.365.176.560,18.271.505.167.789.200,Deadbuoy,0.0,S1,8.0,7.611.638.681.370.880
39.0,Perempuan,Pegawai swasta,Ambon,15.963.413.926.106.400,1.0,1,5.666.646.354.435.890,171.476.536.242.694,Moonsilk,1.0,S1,2.0,6.257.201.627.054.430
31.0,Laki-laki,PNS,Jayapura,14.869.792.830.095.200,1.0,1,56.843.329.557.049.800,16.673.824.099.856.800,Merpati,0.0,SMA,9.0,8.564.843.532.614.330
31.0,Laki-laki,Pegawai swasta,Makassar,6.852.075.343.742.820,1.0,0,6.850.217.208.668.350,167.028.157.471.384,Deadbuoy,1.0,S2,9.0,5.226.578.817.052.160
51.0,Perempuan,PNS,Bengkulu,10.398.288.419.232.200,1.0,1,53.833.843.018.948.000,15.909.796.829.717.000,Merpati,1.0,SMP,6.0,9.227.055.494.360.150
43.0,Laki-laki,PNS,Semarang,2.486.411.343.527.790,1.0,0,6.354.494.523.106,18.168.966.914.210.100,Shoulder & Head,1.0,SMA,9.0,6.894.363.994.383.910
40.0,Perempuan,Pegawai swasta,Jakarta,8.812.058.005.788.460,1.0,0,5.228.888.782.666.690,16.192.470.358.702.500,Merpati,0.0,S1,6.0,3.552.878.355.005.160
46.0,Laki-laki,Pegawai swasta,Medan,1.036.180.953.047.180,1.0,1,5.552.945.404.066.510,15.358.711.545.876.000,Shoulder & Head,1.0,SMP,8.0,8.864.526.823.028.540
,Laki-laki,Freelance,Palu,10.603.237.352.385.300,1.0,0,43.422.232.533.880.500,14.338.022.666.238.300,Moonsilk,1.0,S2,2.0,4.221.071.514.409.900
37.0,Laki-laki,PNS,Kupang,4.413.012.842.674.700,1.0,0,725.551.893.708.962,1.717.419.212.807.610,Moonsilk,0.0,S1,2.0,38.757.222.907.594.700
37.0,Perempuan,Freelance,Banda Aceh,8.458.910.767.508.940,1.0,0,5.391.568.694.763.620,16.941.496.085.677.200,Pantone,0.0,S2,10.0,33.325.811.451.449.700
41.0,Laki-laki,,Jambi,16.419.019.220.749.100,1.0,0,4.648.295.641.883.010,17.871.600.147.464.400,Pantone,1.0,SMA,8.0,6.791.125.032.938.320
48.0,Perempuan,PNS,Tanjung Pinang,11.165.663.748.656.800,1.0,0,4.823.100.799.084.220,16.434.633.248.593.900,Pantone,0.0,SMA,5.0,532.450.742.275.064
29.0,Laki-laki,Pengangguran,Makassar,10.958.144.493.915.900,1.0,1,5.522.907.546.732.970,15.836.921.573.530.800,Deadbuoy,0.0,SMA,4.0,9.997.047.854.609.170
43.0,Perempuan,Pegawai swasta,Kupang,12.348.250.973.198.100,1.0,0,7.849.330.927.741.070,1.834.810.845.028.160,Moonsilk,1.0,S1,2.0,5.251.980.690.083.550
21.0,Laki-laki,Pegawai swasta,Kendari,10.050.901.896.808.000,1.0,0,4.675.353.758.976.620,1.713.597.177.287.490,Merpati,0.0,S1,1.0,29.702.497.437.518.300
32.0,Laki-laki,PNS,Palu,7.689.817.608.403.350,1.0,0,5.466.114.809.350.950,1.766.782.127.192.530,Shoulder & Head,1.0,S1,3.0,5.996.287.996.067.350
47.0,Laki-laki,Freelance,Palangkaraya,79.794.451.063.412,1.0,0,6.791.070.897.106.120,17.963.422.961.988.800,Shoulder & Head,1.0,S3,10.0,6.095.919.294.052.510
52.0,Laki-laki,Pegawai swasta,Medan,7.581.085.781.161.550,1.0,0,47.675.293.778.831.000,17.435.605.246.611.900,Merpati,1.0,SMA,1.0,7.071.344.581.677.950
24.0,Laki-laki,PNS,Serang,11.403.109.679.883.600,1.0,1,7.163.296.855.701.280,16.694.959.662.798.100,Merpati,1.0,SMA,5.0,
38.0,Laki-laki,PNS,Semarang,4.498.088.759.793.640,1.0,1,51.613.115.610.958.700,1.688.049.116.974.420,Moonsilk,0.0,SMA,1.0,5.588.004.762.814.210
51.0,Laki-laki,Pegawai swasta,Ambon,6.589.106.809.183.330,1.0,0,6.182.094.573.085.910,16.837.515.543.497.200,Merpati,0.0,S2,8.0,6.957.402.820.588.590
42.0,Laki-laki,Freelance,Pontianak,52.056.267.722.463.600,1.0,0,53.089.154.936.093.600,16.833.529.303.421.300,Pantone,1.0,S1,4.0,5.061.263.303.171.920
38.0,Laki-laki,PNS,Banda Lampung,10.368.714.952.044.200,1.0,0,6.006.090.657.425.460,16.616.755.227.918.700,Deadbuoy,1.0,SMP,8.0,5.939.420.464.003.880
50.0,Perempuan,PNS,Samarinda,10.506.641.695.055.000,1.0,1,4.746.856.378.748.480,15.804.740.816.149.000,Merpati,0.0,S1,2.0,6.717.387.533.260.200
42.0,Perempuan,Pegawai swasta,Manokwari,6.680.964.367.336.310,1.0,0,5.150.842.677.314.100,15.965.378.269.040.800,Pantone,0.0,SD,3.0,2.884.572.087.094.750
38.0,Laki-laki,PNS,Pangkalpinang,1.416.767.721.870.030,1.0,0,5.656.127.232.078.880,14.953.076.903.404.400,Shoulder & Head,1.0,S1,9.0,6.286.598.290.275.120
44.0,Laki-laki,Pegawai swasta,Palembang,5.727.162.088.351.720,1.0,0,5.649.868.759.149.390,15.941.885.689.657.000,Pantone,0.0,SMA,1.0,398.434.186.872.571
38.0,Laki-laki,PNS,Padang,8.169.280.729.281.150,1.0,0,4.769.713.348.148.070,14.935.052.544.575.800,Pantone,1.0,S1,1.0,5.725.921.574.327.020
54.0,Perempuan,Pegawai swasta,Jakarta,11.126.929.889.840.400,1.0,0,7.912.111.153.078.960,1.821.424.674.996.210,Merpati,0.0,S1,3.0,4.423.887.640.781.140
43.0,Laki-laki,PNS,Jambi,7.226.014.768.150.280,1.0,0,5.508.848.518.599.650,1.656.502.064.928.090,Pantone,1.0,S1,4.0,6.931.721.473.448.410
29.0,Laki-laki,Freelance,Kupang,11.161.458.627.114.300,1.0,1,5.039.630.585.348.970,1.690.852.784.919.080,Shoulder & Head,1.0,SD,8.0,
15.0,Laki-laki,Freelance,Jakarta,10.899.897.691.761.400,0.0,0,445.614.829.216.937,18.202.799.916.093.100,Deadbuoy,1.0,S1,4.0,3.206.496.134.667.680
29.0,Perempuan,Pegawai swasta,Mataram,336.977.262.206.714,1.0,0,46.694.199.179.149.600,,Merpati,1.0,S1,5.0,4.066.058.111.342.460
45.0,Laki-laki,Pegawai swasta,Mataram,7.563.354.448.333.160,1.0,0,6.442.816.181.257.010,1.504.255.447.326.140,Merpati,0.0,SMA,4.0,4.606.989.225.800.790
37.0,Perempuan,Pegawai swasta,,4.916.856.116.420.890,1.0,0,5.936.479.058.433.710,15.817.460.152.872.700,Pantone,1.0,S1,7.0,4.745.017.440.874.830
44.0,Laki-laki,Pegawai swasta,Bandung,1.169.993.511.062.770,1.0,0,58.197.531.833.455.700,16.950.185.299.846.300,Deadbuoy,0.0,S1,5.0,5.720.366.318.455.590
36.0,Laki-laki,Freelance,Kupang,10.933.595.432.242.600,1.0,0,4.738.829.364.730.370,16.658.108.839.103.900,Moonsilk,1.0,SMA,3.0,4.499.469.206.379.960
37.0,Laki-laki,Pegawai swasta,Banda Aceh,3.915.222.640.855.790,1.0,0,6.542.082.338.680.140,17.753.105.714.886.800,Deadbuoy,1.0,S1,3.0,4.908.296.143.798.270
50.0,Perempuan,Pegawai swasta,Semarang,6.588.695.564.212.580,1.0,0,4.695.334.928.179.430,15.373.342.926.780.600,Moonsilk,0.0,SMA,8.0,43.353.684.960.816.400
51.0,Laki-laki,Pegawai swasta,Bengkulu,6.652.613.609.897.610,1.0,0,4.882.560.618.135.740,18.008.632.675.196.400,Pantone,1.0,SMA,6.0,7.401.966.759.747.810
44.0,Laki-laki,PNS,Samarinda,34.527.364.895.693.300,1.0,1,7.059.965.949.395.920,18.226.554.077.220.100,Pantone,1.0,S3,6.0,8.925.971.831.060.550
47.0,Perempuan,Freelance,Samarinda,25.219.874.688.149.000,1.0,0,8.882.520.931.844.490,17.930.971.698.375.900,Pantone,0.0,SMA,9.0,49.858.026.067.269.200
47.0,Laki-laki,PNS,Makassar,19.603.699.849.745.600,1.0,0,744.100.461.994.108,1.755.028.646.940.050,Deadbuoy,0.0,SMP,6.0,7.113.635.171.327.900
31.0,Perempuan,PNS,Pangkalpinang,7.383.583.582.250.170,1.0,0,47.305.514.899.641.000,173.357.565.648.921,Shoulder & Head,1.0,S1,3.0,5.088.370.998.382.430
40.0,Perempuan,PNS,Pekanbaru,847.023.180.585.869,1.0,0,49.434.603.476.069.500,16.515.586.208.482.000,Deadbuoy,0.0,SMA,8.0,39.839.934.718.741.800
14.0,Laki-laki,PNS,Manokwari,575.039.607.920.921,0.0,0,5.108.789.260.751.000,,Merpati,1.0,S1,2.0,48.866.754.412.180.300
32.0,Laki-laki,Pegawai swasta,Ambon,17.288.681.577.176.800,1.0,0,51.259.275.829.510.000,1.732.266.399.237.430,Shoulder & Head,0.0,S1,9.0,5.625.805.992.711.240
50.0,Perempuan,PNS,Banda Aceh,5.761.347.270.667.760,1.0,1,4.707.063.451.018.760,1.654.680.260.877.080,Pantone,0.0,S1,5.0,763.259.769.895.546
21.0,Laki-laki,Pegawai swasta,Bengkulu,66.922.811.630.682.200,1.0,0,46.820.334.484.754.900,1.574.657.622.757.780,Pantone,1.0,S1,1.0,33.456.039.479.693.600
48.0,Laki-laki,Freelance,Kupang,4.734.017.027.860.660,1.0,0,7.312.628.709.910.600,17.167.531.058.941.200,Shoulder & Head,1.0,SMA,3.0,4.553.654.556.221.350
34.0,Laki-laki,Pegawai swasta,Surabaya,79.997.857.353.443.300,1.0,0,4.343.863.020.918.810,16.212.944.932.655.900,Merpati,1.0,S1,8.0,5.323.630.535.708.880
65.0,Laki-laki,PNS,Makassar,7.791.621.133.128.800,1.0,0,4.881.923.280.334.420,17.610.315.753.636.700,Merpati,0.0,S1,3.0,70.036.778.173.271
40.0,Laki-laki,Pegawai swasta,Pekanbaru,5.959.599.115.099.680,1.0,0,5.790.739.021.228.160,17.103.270.686.733.300,Deadbuoy,1.0,S1,1.0,46.098.907.378.893.500
46.0,Laki-laki,PNS,Jambi,9.313.307.558.544.720,1.0,1,4.538.470.634.299.480,1.640.962.786.940.330,Shoulder & Head,0.0,SMA,4.0,8.546.870.269.470.210
56.0,Laki-laki,Pegawai swasta,Gorontalo,1.453.244.215.061.600,1.0,0,4.342.486.544.102.450,162.471.107.410.042,Merpati,1.0,S1,4.0,684.224.395.637.145
50.0,Perempuan,Pegawai swasta,Banda Lampung,4.313.265.127.317.800,1.0,0,6.057.351.966.895.450,16.237.764.538.381.700,Moonsilk,1.0,SMP,5.0,5.123.150.933.309.110
30.0,Perempuan,PNS,Palembang,5.393.238.388.731.250,1.0,0,57.250.947.707.139.900,15.680.486.030.694.200,Deadbuoy,0.0,S1,7.0,3.673.315.689.877.350
,Laki-laki,Pegawai swasta,Palu,6.119.734.494.046.700,1.0,0,569.699.978.735.106,15.743.227.493.763.500,Deadbuoy,0.0,S1,7.0,5.673.396.551.963.260
51.0,Laki-laki,PNS,Banda Lampung,7.731.490.997.235.950,1.0,1,5.585.544.160.646.630,17.190.022.362.382.400,Pantone,0.0,SMA,3.0,8.338.621.320.697.280
59.0,Laki-laki,Pegawai swasta,Mamuju,6.920.173.232.058.990,1.0,0,6.609.018.057.612.560,15.548.842.050.554.600,Shoulder & Head,1.0,SMA,2.0,6.442.692.556.231.680
41.0,Perempuan,Freelance,Banda Lampung,555.753.033.734.064,1.0,1,55.075.407.181.199.700,16.323.582.295.510.000,Pantone,0.0,SMA,5.0,4.709.147.473.232.150
38.0,Laki-laki,PNS,Serang,9.245.524.619.160.560,1.0,0,568.523.996.902.406,16.261.753.706.682.200,Shoulder & Head,0.0,SMA,7.0,48.856.828.389.504.000
23.0,Laki-laki,Pegawai swasta,Bandung,8.939.085.964.657.520,1.0,0,4.952.279.546.638.310,17.064.034.141.801.700,Pantone,0.0,S1,2.0,31.876.587.676.220.900
36.0,Laki-laki,PNS,Tanjung Pinang,17.536.481.235.356.600,1.0,0,8.199.988.402.400.500,20.525.105.699.193.100,Moonsilk,1.0,S3,8.0,721.366.247.346.494
57.0,Laki-laki,PNS,Tanjung Pinang,8.679.692.740.470.930,1.0,0,4.359.223.193.691.950,15.718.259.939.247.800,Pantone,0.0,S1,3.0,5.766.336.438.719.000
46.0,Laki-laki,Pegawai swasta,Jambi,7.610.467.516.004.690,1.0,0,7.175.547.618.163.020,17.747.731.889.250.200,Deadbuoy,0.0,S1,1.0,40.805.107.196.762.900
46.0,Laki-laki,Freelance,Bandung,6.297.119.032.525.500,1.0,0,4.758.559.742.802.230,1.674.415.143.152.920,Deadbuoy,0.0,S1,8.0,44.799.435.001.980.900
36.0,Laki-laki,Pegawai swasta,Makassar,32.787.189.217.462.900,1.0,0,53.065.742.794.636.500,1.707.460.112.582.360,Merpati,0.0,S1,10.0,5.043.545.719.475.870
32.0,Perempuan,PNS,Jambi,17.159.329.553.426.200,1.0,0,663.558.071.555.468,17.093.482.174.449.500,Shoulder & Head,1.0,S1,8.0,4.851.402.865.214.350
40.0,Laki-laki,Pegawai swasta,Pangkalpinang,10.894.586.974.812.900,1.0,0,5.598.028.244.124.980,16.056.335.077.187.800,Moonsilk,0.0,S1,4.0,3.463.731.087.147.030
26.0,Laki-laki,Pengangguran,Yogyakarta,521.470.574.658.089,1.0,0,4.877.132.930.056.610,15.482.438.825.219.000,Merpati,0.0,S1,4.0,7.729.628.841.383.330
50.0,Laki-laki,Pegawai swasta,Manado,76.705.954.246.638.500,1.0,0,55.866.461.313.331.200,1.672.836.444.803.400,Moonsilk,0.0,S1,7.0,6.440.194.046.000.350
18.0,Laki-laki,PNS,Kupang,12.383.647.117.601.600,0.0,0,5.203.300.067.861.110,18.461.512.665.758.700,Moonsilk,1.0,SMA,2.0,48.304.981.818.361.100
44.0,Laki-laki,PNS,Palangkaraya,10.960.715.714.820.100,1.0,0,5.576.774.277.765.100,1.740.695.348.819.150,Moonsilk,0.0,S2,5.0,6.525.857.292.347.250
55.0,Perempuan,Freelance,Mataram,14.378.495.024.582.800,1.0,0,4.903.049.333.422.540,1.472.058.324.572.620,Merpati,0.0,S1,7.0,5.037.988.222.525.530
